date,cusip,issuer,sector,bond_spread_bps,cds_spread_bps,basis_bps
2025-11-25,23456A100,MedTech Partners,Healthcare,258.41,286.59,-28.18
2025-11-26,23456A100,MedTech Partners,Healthcare,260.68,286.64,-25.96
2025-11-27,23456A100,MedTech Partners,Healthcare,262.36,285.15,-22.79
2025-11-28,23456A100,MedTech Partners,Healthcare,264.37,285.55,-21.18
2025-12-01,23456A100,MedTech Partners,Healthcare,263.03,287.08,-24.05
2025-12-02,23456A100,MedTech Partners,Healthcare,259.59,284.16,-24.57
2025-12-03,23456A100,MedTech Partners,Healthcare,263.33,287.94,-24.61
2025-12-04,23456A100,MedTech Partners,Healthcare,259.71,282.84,-23.13
2025-12-05,23456A100,MedTech Partners,Healthcare,261.8,283.28,-21.48
2025-12-08,23456A100,MedTech Partners,Healthcare,264.98,288.32,-23.33
2025-12-09,23456A100,MedTech Partners,Healthcare,259.19,282.34,-23.15
2025-12-10,23456A100,MedTech Partners,Healthcare,260.9,282.93,-22.03
2025-12-11,23456A100,MedTech Partners,Healthcare,263.75,282.15,-18.41
2025-12-12,23456A100,MedTech Partners,Healthcare,257.59,274.26,-16.67
2025-12-15,23456A100,MedTech Partners,Healthcare,263.21,277.92,-14.71
2025-12-16,23456A100,MedTech Partners,Healthcare,267.18,281.7,-14.52
2025-12-17,23456A100,MedTech Partners,Healthcare,276.85,287.86,-11.02
2025-12-18,23456A100,MedTech Partners,Healthcare,278.59,288.6,-10.01
2025-12-19,23456A100,MedTech Partners,Healthcare,275.35,287.54,-12.19
2025-12-22,23456A100,MedTech Partners,Healthcare,275.84,284.54,-8.7
2025-12-23,23456A100,MedTech Partners,Healthcare,283.18,290.15,-6.97
2025-12-24,23456A100,MedTech Partners,Healthcare,280.05,288.15,-8.1
2025-12-25,23456A100,MedTech Partners,Healthcare,279.32,288.64,-9.32
2025-12-26,23456A100,MedTech Partners,Healthcare,274.41,283.01,-8.6
2025-12-29,23456A100,MedTech Partners,Healthcare,263.95,271.41,-7.46
2025-12-30,23456A100,MedTech Partners,Healthcare,268.46,275.44,-6.99
2025-12-31,23456A100,MedTech Partners,Healthcare,273.61,279.84,-6.23
2026-01-01,23456A100,MedTech Partners,Healthcare,272.37,274.37,-2.0
2026-01-02,23456A100,MedTech Partners,Healthcare,281.51,280.85,0.66
2026-01-05,23456A100,MedTech Partners,Healthcare,280.08,278.96,1.12
2026-01-06,23456A100,MedTech Partners,Healthcare,279.48,276.03,3.45
2026-01-07,23456A100,MedTech Partners,Healthcare,280.73,279.88,0.85
2026-01-08,23456A100,MedTech Partners,Healthcare,287.56,285.73,1.82
2026-01-09,23456A100,MedTech Partners,Healthcare,289.61,283.28,6.33
2026-01-12,23456A100,MedTech Partners,Healthcare,298.01,292.24,5.76
2026-01-13,23456A100,MedTech Partners,Healthcare,286.9,283.28,3.62
2026-01-14,23456A100,MedTech Partners,Healthcare,293.53,291.56,1.97
2026-01-15,23456A100,MedTech Partners,Healthcare,292.99,293.76,-0.77
2026-01-16,23456A100,MedTech Partners,Healthcare,289.86,292.61,-2.75
2026-01-19,23456A100,MedTech Partners,Healthcare,287.4,291.1,-3.7
2026-01-20,23456A100,MedTech Partners,Healthcare,275.8,283.03,-7.23
2026-01-21,23456A100,MedTech Partners,Healthcare,283.09,290.31,-7.21
2026-01-22,23456A100,MedTech Partners,Healthcare,288.35,293.33,-4.98
2026-01-23,23456A100,MedTech Partners,Healthcare,291.81,299.07,-7.27
2026-01-26,23456A100,MedTech Partners,Healthcare,285.75,289.24,-3.49
2026-01-27,23456A100,MedTech Partners,Healthcare,283.33,285.56,-2.23
2026-01-28,23456A100,MedTech Partners,Healthcare,282.61,282.29,0.32
2026-01-29,23456A100,MedTech Partners,Healthcare,288.66,290.0,-1.34
2026-01-30,23456A100,MedTech Partners,Healthcare,289.6,288.82,0.78
2026-02-02,23456A100,MedTech Partners,Healthcare,286.77,288.75,-1.97
2026-02-03,23456A100,MedTech Partners,Healthcare,290.21,289.97,0.23
2026-02-04,23456A100,MedTech Partners,Healthcare,290.92,290.28,0.64
2026-02-05,23456A100,MedTech Partners,Healthcare,289.54,287.54,2.0
2026-02-06,23456A100,MedTech Partners,Healthcare,285.61,286.57,-0.95
2026-02-09,23456A100,MedTech Partners,Healthcare,281.89,285.1,-3.21
2026-02-10,23456A100,MedTech Partners,Healthcare,280.72,282.46,-1.74
2026-02-11,23456A100,MedTech Partners,Healthcare,282.08,286.21,-4.13
2026-02-12,23456A100,MedTech Partners,Healthcare,284.7,287.69,-2.99
2026-02-13,23456A100,MedTech Partners,Healthcare,285.25,291.68,-6.43
2026-02-16,23456A100,MedTech Partners,Healthcare,287.91,292.24,-4.33
2026-02-17,23456A100,MedTech Partners,Healthcare,288.17,295.61,-7.43
2026-02-18,23456A100,MedTech Partners,Healthcare,282.64,288.71,-6.07
2026-02-19,23456A100,MedTech Partners,Healthcare,282.49,287.01,-4.53
2026-02-20,23456A100,MedTech Partners,Healthcare,286.62,292.91,-6.29
2026-02-23,23456A100,MedTech Partners,Healthcare,279.86,284.71,-4.85
2026-02-24,23456A100,MedTech Partners,Healthcare,280.65,284.87,-4.22
2026-02-25,23456A100,MedTech Partners,Healthcare,280.33,285.92,-5.59
2026-02-26,23456A100,MedTech Partners,Healthcare,291.07,299.2,-8.13
2026-02-27,23456A100,MedTech Partners,Healthcare,289.42,302.48,-13.06
2026-03-02,23456A100,MedTech Partners,Healthcare,289.56,301.76,-12.2
2026-03-03,23456A100,MedTech Partners,Healthcare,288.45,304.58,-16.13
2026-03-04,23456A100,MedTech Partners,Healthcare,282.01,297.93,-15.92
2026-03-05,23456A100,MedTech Partners,Healthcare,284.59,301.18,-16.59
2026-03-06,23456A100,MedTech Partners,Healthcare,281.67,296.59,-14.92
2026-03-09,23456A100,MedTech Partners,Healthcare,293.78,309.47,-15.69
2026-03-10,23456A100,MedTech Partners,Healthcare,290.88,307.41,-16.54
2026-03-11,23456A100,MedTech Partners,Healthcare,288.92,303.65,-14.73
2026-03-12,23456A100,MedTech Partners,Healthcare,288.22,302.13,-13.91
2026-03-13,23456A100,MedTech Partners,Healthcare,281.89,295.03,-13.14
2026-03-16,23456A100,MedTech Partners,Healthcare,294.11,306.1,-11.98
2026-03-17,23456A100,MedTech Partners,Healthcare,298.78,314.63,-15.84
2026-03-18,23456A100,MedTech Partners,Healthcare,298.63,312.61,-13.97
2026-03-19,23456A100,MedTech Partners,Healthcare,292.59,305.05,-12.46
2026-03-20,23456A100,MedTech Partners,Healthcare,301.99,317.01,-15.02
2026-03-23,23456A100,MedTech Partners,Healthcare,300.68,316.33,-15.65
2026-03-24,23456A100,MedTech Partners,Healthcare,298.95,314.72,-15.77
2026-03-25,23456A100,MedTech Partners,Healthcare,304.1,320.23,-16.13
2026-03-26,23456A100,MedTech Partners,Healthcare,304.11,319.42,-15.31
2026-03-27,23456A100,MedTech Partners,Healthcare,302.14,313.89,-11.75
2026-03-30,23456A100,MedTech Partners,Healthcare,299.99,309.06,-9.07
2026-03-31,23456A100,MedTech Partners,Healthcare,298.81,311.18,-12.37
2026-04-01,23456A100,MedTech Partners,Healthcare,284.12,294.95,-10.83
2026-04-02,23456A100,MedTech Partners,Healthcare,284.62,292.16,-7.53
2026-04-03,23456A100,MedTech Partners,Healthcare,280.61,287.2,-6.59
2026-04-06,23456A100,MedTech Partners,Healthcare,285.62,289.5,-3.88
2026-04-07,23456A100,MedTech Partners,Healthcare,278.64,277.51,1.13
2026-04-08,23456A100,MedTech Partners,Healthcare,286.56,282.89,3.67
2026-04-09,23456A100,MedTech Partners,Healthcare,280.44,276.17,4.28
2026-04-10,23456A100,MedTech Partners,Healthcare,279.87,273.0,6.87
2026-04-13,23456A100,MedTech Partners,Healthcare,281.6,274.39,7.21
2026-04-14,23456A100,MedTech Partners,Healthcare,274.87,267.62,7.25
2026-04-15,23456A100,MedTech Partners,Healthcare,273.67,267.32,6.35
2026-04-16,23456A100,MedTech Partners,Healthcare,282.08,271.84,10.24
2026-04-17,23456A100,MedTech Partners,Healthcare,276.97,268.8,8.17
2025-10-01,23456B200,CareBridge Health,Healthcare,375.0,375.0,-20.0
2025-10-02,23456B200,CareBridge Health,Healthcare,373.11,396.23,-23.12
2025-10-03,23456B200,CareBridge Health,Healthcare,374.45,396.76,-22.31
2025-10-06,23456B200,CareBridge Health,Healthcare,381.24,403.96,-22.72
2025-10-07,23456B200,CareBridge Health,Healthcare,383.3,410.81,-27.51
2025-10-08,23456B200,CareBridge Health,Healthcare,382.66,412.33,-29.68
2025-10-09,23456B200,CareBridge Health,Healthcare,388.7,419.43,-30.73
2025-10-10,23456B200,CareBridge Health,Healthcare,393.46,419.5,-26.03
2025-10-13,23456B200,CareBridge Health,Healthcare,387.94,412.6,-24.66
2025-10-14,23456B200,CareBridge Health,Healthcare,392.19,420.21,-28.02
2025-10-15,23456B200,CareBridge Health,Healthcare,390.81,417.63,-26.82
2025-10-16,23456B200,CareBridge Health,Healthcare,387.51,418.23,-30.71
2025-10-17,23456B200,CareBridge Health,Healthcare,386.24,414.27,-28.03
2025-10-20,23456B200,CareBridge Health,Healthcare,374.61,403.83,-29.22
2025-10-21,23456B200,CareBridge Health,Healthcare,368.0,397.48,-29.48
2025-10-22,23456B200,CareBridge Health,Healthcare,368.97,395.15,-26.18
2025-10-23,23456B200,CareBridge Health,Healthcare,362.73,392.15,-29.42
2025-10-24,23456B200,CareBridge Health,Healthcare,365.92,398.85,-32.93
2025-10-27,23456B200,CareBridge Health,Healthcare,356.34,390.75,-34.41
2025-10-28,23456B200,CareBridge Health,Healthcare,348.65,380.49,-31.84
2025-10-29,23456B200,CareBridge Health,Healthcare,356.35,392.01,-35.66
2025-10-30,23456B200,CareBridge Health,Healthcare,353.44,396.19,-42.76
2025-10-31,23456B200,CareBridge Health,Healthcare,351.92,395.82,-43.9
2025-11-03,23456B200,CareBridge Health,Healthcare,344.06,386.61,-42.54
2025-11-04,23456B200,CareBridge Health,Healthcare,343.18,382.75,-39.56
2025-11-05,23456B200,CareBridge Health,Healthcare,344.15,384.89,-40.74
2025-11-06,23456B200,CareBridge Health,Healthcare,333.55,375.34,-41.79
2025-11-07,23456B200,CareBridge Health,Healthcare,330.8,369.73,-38.93
2025-11-10,23456B200,CareBridge Health,Healthcare,327.56,371.18,-43.62
2025-11-11,23456B200,CareBridge Health,Healthcare,328.74,373.35,-44.61
2025-11-12,23456B200,CareBridge Health,Healthcare,319.76,363.92,-44.16
2025-11-13,23456B200,CareBridge Health,Healthcare,328.76,371.82,-43.05
2025-11-14,23456B200,CareBridge Health,Healthcare,328.58,372.93,-44.35
2025-11-17,23456B200,CareBridge Health,Healthcare,328.61,372.89,-44.28
2025-11-18,23456B200,CareBridge Health,Healthcare,332.79,383.31,-50.52
2025-11-19,23456B200,CareBridge Health,Healthcare,329.22,381.41,-52.19
2025-11-20,23456B200,CareBridge Health,Healthcare,331.89,382.96,-51.07
2025-11-21,23456B200,CareBridge Health,Healthcare,318.04,371.59,-53.55
2025-11-24,23456B200,CareBridge Health,Healthcare,315.36,368.79,-53.42
2025-11-25,23456B200,CareBridge Health,Healthcare,318.52,370.85,-52.32
2025-11-26,23456B200,CareBridge Health,Healthcare,324.97,378.17,-53.2
2025-11-27,23456B200,CareBridge Health,Healthcare,337.79,390.59,-52.79
2025-11-28,23456B200,CareBridge Health,Healthcare,332.69,387.91,-55.22
2025-12-01,23456B200,CareBridge Health,Healthcare,337.12,392.88,-55.76
2025-12-02,23456B200,CareBridge Health,Healthcare,330.41,384.66,-54.25
2025-12-03,23456B200,CareBridge Health,Healthcare,329.02,382.9,-53.88
2025-12-04,23456B200,CareBridge Health,Healthcare,328.01,383.37,-55.37
2025-12-05,23456B200,CareBridge Health,Healthcare,333.22,388.04,-54.83
2025-12-08,23456B200,CareBridge Health,Healthcare,334.51,387.57,-53.06
2025-12-09,23456B200,CareBridge Health,Healthcare,328.17,386.37,-58.2
2025-12-10,23456B200,CareBridge Health,Healthcare,326.94,382.26,-55.33
2025-12-11,23456B200,CareBridge Health,Healthcare,328.48,384.67,-56.19
2025-12-12,23456B200,CareBridge Health,Healthcare,325.45,380.59,-55.14
2025-12-15,23456B200,CareBridge Health,Healthcare,326.7,378.87,-52.17
2025-12-16,23456B200,CareBridge Health,Healthcare,331.75,387.37,-55.62
2025-12-17,23456B200,CareBridge Health,Healthcare,340.81,398.22,-57.41
2025-12-18,23456B200,CareBridge Health,Healthcare,336.37,394.52,-58.15
2025-12-19,23456B200,CareBridge Health,Healthcare,336.98,397.12,-60.13
2025-12-22,23456B200,CareBridge Health,Healthcare,337.69,393.5,-55.82
2025-12-23,23456B200,CareBridge Health,Healthcare,345.46,403.44,-57.98
2025-12-24,23456B200,CareBridge Health,Healthcare,345.92,405.3,-59.39
2025-12-25,23456B200,CareBridge Health,Healthcare,350.9,409.8,-58.9
2025-12-26,23456B200,CareBridge Health,Healthcare,345.91,407.84,-61.92
2025-12-29,23456B200,CareBridge Health,Healthcare,342.9,405.83,-62.93
2025-12-30,23456B200,CareBridge Health,Healthcare,347.99,410.14,-62.16
2025-12-31,23456B200,CareBridge Health,Healthcare,358.77,421.78,-63.01
2026-01-01,23456B200,CareBridge Health,Healthcare,357.04,420.3,-63.26
2026-01-02,23456B200,CareBridge Health,Healthcare,364.43,429.03,-64.61
2026-01-05,23456B200,CareBridge Health,Healthcare,366.04,434.45,-68.41
2026-01-06,23456B200,CareBridge Health,Healthcare,363.17,430.8,-67.63
2026-01-07,23456B200,CareBridge Health,Healthcare,365.58,428.84,-63.26
2026-01-08,23456B200,CareBridge Health,Healthcare,373.97,437.2,-63.23
2026-01-09,23456B200,CareBridge Health,Healthcare,373.66,436.35,-62.69
2026-01-12,23456B200,CareBridge Health,Healthcare,381.87,442.85,-60.98
2026-01-13,23456B200,CareBridge Health,Healthcare,373.64,437.81,-64.17
2026-01-14,23456B200,CareBridge Health,Healthcare,380.4,440.33,-59.94
2026-01-15,23456B200,CareBridge Health,Healthcare,383.17,442.62,-59.45
2026-01-16,23456B200,CareBridge Health,Healthcare,380.47,435.86,-55.39
2026-01-19,23456B200,CareBridge Health,Healthcare,378.51,435.76,-57.24
2026-01-20,23456B200,CareBridge Health,Healthcare,371.7,424.41,-52.72
2026-01-21,23456B200,CareBridge Health,Healthcare,373.25,424.05,-50.8
2026-01-22,23456B200,CareBridge Health,Healthcare,379.12,428.56,-49.44
2026-01-23,23456B200,CareBridge Health,Healthcare,384.57,433.44,-48.87
2026-01-26,23456B200,CareBridge Health,Healthcare,381.39,430.91,-49.51
2026-01-27,23456B200,CareBridge Health,Healthcare,373.11,419.64,-46.53
2026-01-28,23456B200,CareBridge Health,Healthcare,369.86,416.06,-46.2
2026-01-29,23456B200,CareBridge Health,Healthcare,377.18,428.32,-51.14
2026-01-30,23456B200,CareBridge Health,Healthcare,377.58,431.54,-53.95
2026-02-02,23456B200,CareBridge Health,Healthcare,376.88,431.32,-54.44
2026-02-03,23456B200,CareBridge Health,Healthcare,378.91,432.59,-53.68
2026-02-04,23456B200,CareBridge Health,Healthcare,380.3,434.14,-53.84
2026-02-05,23456B200,CareBridge Health,Healthcare,381.83,432.64,-50.82
2026-02-06,23456B200,CareBridge Health,Healthcare,378.7,434.41,-55.71
2026-02-09,23456B200,CareBridge Health,Healthcare,369.12,424.49,-55.38
2026-02-10,23456B200,CareBridge Health,Healthcare,367.04,426.98,-59.94
2026-02-11,23456B200,CareBridge Health,Healthcare,356.02,414.09,-58.06
2026-02-12,23456B200,CareBridge Health,Healthcare,361.31,419.63,-58.32
2026-02-13,23456B200,CareBridge Health,Healthcare,365.15,422.44,-57.29
2026-02-16,23456B200,CareBridge Health,Healthcare,366.83,426.3,-59.47
2026-02-17,23456B200,CareBridge Health,Healthcare,370.17,426.46,-56.29
2026-02-18,23456B200,CareBridge Health,Healthcare,361.14,414.85,-53.71
2026-02-19,23456B200,CareBridge Health,Healthcare,364.36,416.62,-52.27
2026-02-20,23456B200,CareBridge Health,Healthcare,365.66,418.27,-52.61
2026-02-23,23456B200,CareBridge Health,Healthcare,361.58,412.76,-51.18
2026-02-24,23456B200,CareBridge Health,Healthcare,364.37,417.34,-52.97
2026-02-25,23456B200,CareBridge Health,Healthcare,363.72,414.57,-50.85
2026-02-26,23456B200,CareBridge Health,Healthcare,370.9,417.65,-46.75
2026-02-27,23456B200,CareBridge Health,Healthcare,370.34,414.43,-44.09
2026-03-02,23456B200,CareBridge Health,Healthcare,370.41,416.34,-45.93
2026-03-03,23456B200,CareBridge Health,Healthcare,367.47,412.51,-45.05
2026-03-04,23456B200,CareBridge Health,Healthcare,361.97,410.28,-48.3
2026-03-05,23456B200,CareBridge Health,Healthcare,361.62,408.51,-46.89
2026-03-06,23456B200,CareBridge Health,Healthcare,363.35,409.13,-45.78
2026-03-09,23456B200,CareBridge Health,Healthcare,373.97,424.45,-50.48
2026-03-10,23456B200,CareBridge Health,Healthcare,368.32,421.72,-53.4
2026-03-11,23456B200,CareBridge Health,Healthcare,370.8,424.93,-54.13
2026-03-12,23456B200,CareBridge Health,Healthcare,365.73,420.63,-54.9
2026-03-13,23456B200,CareBridge Health,Healthcare,360.36,418.31,-57.95
2026-03-16,23456B200,CareBridge Health,Healthcare,362.62,419.62,-56.99
2026-03-17,23456B200,CareBridge Health,Healthcare,372.03,428.41,-56.39
2026-03-18,23456B200,CareBridge Health,Healthcare,378.48,435.37,-56.89
2026-03-19,23456B200,CareBridge Health,Healthcare,374.5,433.3,-58.8
2026-03-20,23456B200,CareBridge Health,Healthcare,384.75,440.95,-56.2
2026-03-23,23456B200,CareBridge Health,Healthcare,375.7,427.78,-52.08
2026-03-24,23456B200,CareBridge Health,Healthcare,380.09,433.4,-53.31
2026-03-25,23456B200,CareBridge Health,Healthcare,391.08,445.94,-54.86
2026-03-26,23456B200,CareBridge Health,Healthcare,386.82,440.48,-53.65
2026-03-27,23456B200,CareBridge Health,Healthcare,387.42,441.99,-54.57
2026-03-30,23456B200,CareBridge Health,Healthcare,389.71,444.65,-54.94
2026-03-31,23456B200,CareBridge Health,Healthcare,387.88,440.98,-53.11
2026-04-01,23456B200,CareBridge Health,Healthcare,375.85,433.75,-57.9
2026-04-02,23456B200,CareBridge Health,Healthcare,373.72,428.34,-54.62
2026-04-03,23456B200,CareBridge Health,Healthcare,368.51,422.97,-54.46
2026-04-06,23456B200,CareBridge Health,Healthcare,371.33,426.84,-55.51
2026-04-07,23456B200,CareBridge Health,Healthcare,364.14,419.9,-55.75
2026-04-08,23456B200,CareBridge Health,Healthcare,378.45,434.32,-55.87
2026-04-09,23456B200,CareBridge Health,Healthcare,378.88,439.1,-60.22
2026-04-10,23456B200,CareBridge Health,Healthcare,379.03,435.53,-56.5
2026-04-13,23456B200,CareBridge Health,Healthcare,383.15,439.56,-56.42
2026-04-14,23456B200,CareBridge Health,Healthcare,376.66,431.99,-55.33
2026-04-15,23456B200,CareBridge Health,Healthcare,375.28,428.25,-52.97
2026-04-16,23456B200,CareBridge Health,Healthcare,381.86,437.4,-55.54
2026-04-17,23456B200,CareBridge Health,Healthcare,374.88,429.26,-54.38
2025-10-01,34567A100,RetailCo Inc,Retail,485.0,485.0,-20.0
2025-10-02,34567A100,RetailCo Inc,Retail,488.71,506.13,-17.42
2025-10-03,34567A100,RetailCo Inc,Retail,485.48,502.34,-16.87
2025-10-06,34567A100,RetailCo Inc,Retail,502.41,515.9,-13.49
2025-10-07,34567A100,RetailCo Inc,Retail,499.39,511.85,-12.46
2025-10-08,34567A100,RetailCo Inc,Retail,496.99,506.78,-9.78
2025-10-09,34567A100,RetailCo Inc,Retail,503.82,512.52,-8.7
2025-10-10,34567A100,RetailCo Inc,Retail,507.14,512.55,-5.41
2025-10-13,34567A100,RetailCo Inc,Retail,510.96,515.15,-4.19
2025-10-14,34567A100,RetailCo Inc,Retail,502.19,506.7,-4.51
2025-10-15,34567A100,RetailCo Inc,Retail,505.47,504.38,1.09
2025-10-16,34567A100,RetailCo Inc,Retail,504.17,500.93,3.23
2025-10-17,34567A100,RetailCo Inc,Retail,499.83,495.24,4.59
2025-10-20,34567A100,RetailCo Inc,Retail,482.94,481.62,1.32
2025-10-21,34567A100,RetailCo Inc,Retail,480.75,482.73,-1.98
2025-10-22,34567A100,RetailCo Inc,Retail,473.18,474.51,-1.33
2025-10-23,34567A100,RetailCo Inc,Retail,461.99,463.04,-1.05
2025-10-24,34567A100,RetailCo Inc,Retail,470.2,472.86,-2.66
2025-10-27,34567A100,RetailCo Inc,Retail,466.88,469.27,-2.39
2025-10-28,34567A100,RetailCo Inc,Retail,454.39,452.89,1.5
2025-10-29,34567A100,RetailCo Inc,Retail,465.42,462.26,3.16
2025-10-30,34567A100,RetailCo Inc,Retail,459.84,459.62,0.23
2025-10-31,34567A100,RetailCo Inc,Retail,466.4,466.53,-0.13
2025-11-03,34567A100,RetailCo Inc,Retail,463.44,465.66,-2.23
2025-11-04,34567A100,RetailCo Inc,Retail,463.42,466.69,-3.27
2025-11-05,34567A100,RetailCo Inc,Retail,466.62,471.01,-4.39
2025-11-06,34567A100,RetailCo Inc,Retail,468.7,474.36,-5.66
2025-11-07,34567A100,RetailCo Inc,Retail,471.69,480.57,-8.88
2025-11-10,34567A100,RetailCo Inc,Retail,462.93,472.21,-9.28
2025-11-11,34567A100,RetailCo Inc,Retail,464.09,474.85,-10.76
2025-11-12,34567A100,RetailCo Inc,Retail,471.16,489.32,-18.16
2025-11-13,34567A100,RetailCo Inc,Retail,478.33,491.44,-13.11
2025-11-14,34567A100,RetailCo Inc,Retail,476.99,487.46,-10.47
2025-11-17,34567A100,RetailCo Inc,Retail,472.99,484.48,-11.49
2025-11-18,34567A100,RetailCo Inc,Retail,478.38,489.91,-11.52
2025-11-19,34567A100,RetailCo Inc,Retail,466.63,481.16,-14.53
2025-11-20,34567A100,RetailCo Inc,Retail,474.02,484.39,-10.37
2025-11-21,34567A100,RetailCo Inc,Retail,473.65,479.36,-5.71
2025-11-24,34567A100,RetailCo Inc,Retail,466.99,472.39,-5.4
2025-11-25,34567A100,RetailCo Inc,Retail,464.57,467.49,-2.92
2025-11-26,34567A100,RetailCo Inc,Retail,462.45,465.01,-2.56
2025-11-27,34567A100,RetailCo Inc,Retail,465.54,471.52,-5.98
2025-11-28,34567A100,RetailCo Inc,Retail,470.87,477.96,-7.09
2025-12-01,34567A100,RetailCo Inc,Retail,471.93,478.77,-6.84
2025-12-02,34567A100,RetailCo Inc,Retail,463.42,471.48,-8.06
2025-12-03,34567A100,RetailCo Inc,Retail,456.94,465.62,-8.69
2025-12-04,34567A100,RetailCo Inc,Retail,449.77,458.76,-8.99
2025-12-05,34567A100,RetailCo Inc,Retail,461.34,470.62,-9.28
2025-12-08,34567A100,RetailCo Inc,Retail,468.67,477.89,-9.23
2025-12-09,34567A100,RetailCo Inc,Retail,451.06,463.02,-11.96
2025-12-10,34567A100,RetailCo Inc,Retail,461.72,475.55,-13.83
2025-12-11,34567A100,RetailCo Inc,Retail,462.92,480.04,-17.12
2025-12-12,34567A100,RetailCo Inc,Retail,466.26,481.02,-14.76
2025-12-15,34567A100,RetailCo Inc,Retail,464.31,484.41,-20.1
2025-12-16,34567A100,RetailCo Inc,Retail,464.87,482.17,-17.3
2025-12-17,34567A100,RetailCo Inc,Retail,470.64,484.55,-13.91
2025-12-18,34567A100,RetailCo Inc,Retail,468.52,483.27,-14.75
2025-12-19,34567A100,RetailCo Inc,Retail,475.92,497.26,-21.34
2025-12-22,34567A100,RetailCo Inc,Retail,481.88,504.2,-22.32
2025-12-23,34567A100,RetailCo Inc,Retail,487.14,509.7,-22.56
2025-12-24,34567A100,RetailCo Inc,Retail,479.57,504.73,-25.17
2025-12-25,34567A100,RetailCo Inc,Retail,484.79,511.32,-26.53
2025-12-26,34567A100,RetailCo Inc,Retail,473.7,496.48,-22.79
2025-12-29,34567A100,RetailCo Inc,Retail,474.72,495.93,-21.21
2025-12-30,34567A100,RetailCo Inc,Retail,478.92,502.51,-23.6
2025-12-31,34567A100,RetailCo Inc,Retail,495.38,523.05,-27.67
2026-01-01,34567A100,RetailCo Inc,Retail,498.33,526.9,-28.57
2026-01-02,34567A100,RetailCo Inc,Retail,503.94,533.12,-29.18
2026-01-05,34567A100,RetailCo Inc,Retail,503.65,531.67,-28.02
2026-01-06,34567A100,RetailCo Inc,Retail,498.01,527.45,-29.44
2026-01-07,34567A100,RetailCo Inc,Retail,502.39,530.63,-28.24
2026-01-08,34567A100,RetailCo Inc,Retail,512.23,535.72,-23.48
2026-01-09,34567A100,RetailCo Inc,Retail,508.97,530.49,-21.52
2026-01-12,34567A100,RetailCo Inc,Retail,517.68,539.41,-21.72
2026-01-13,34567A100,RetailCo Inc,Retail,501.62,523.88,-22.26
2026-01-14,34567A100,RetailCo Inc,Retail,496.48,519.71,-23.23
2026-01-15,34567A100,RetailCo Inc,Retail,499.34,519.7,-20.36
2026-01-16,34567A100,RetailCo Inc,Retail,492.85,514.87,-22.01
2026-01-19,34567A100,RetailCo Inc,Retail,488.08,510.05,-21.98
2026-01-20,34567A100,RetailCo Inc,Retail,468.02,489.95,-21.93
2026-01-21,34567A100,RetailCo Inc,Retail,458.75,482.01,-23.26
2026-01-22,34567A100,RetailCo Inc,Retail,455.32,482.09,-26.78
2026-01-23,34567A100,RetailCo Inc,Retail,461.96,488.01,-26.05
2026-01-26,34567A100,RetailCo Inc,Retail,468.95,495.24,-26.28
2026-01-27,34567A100,RetailCo Inc,Retail,462.12,487.23,-25.11
2026-01-28,34567A100,RetailCo Inc,Retail,460.69,487.21,-26.52
2026-01-29,34567A100,RetailCo Inc,Retail,469.09,492.64,-23.55
2026-01-30,34567A100,RetailCo Inc,Retail,472.41,498.23,-25.82
2026-02-02,34567A100,RetailCo Inc,Retail,469.38,491.0,-21.62
2026-02-03,34567A100,RetailCo Inc,Retail,467.46,493.54,-26.07
2026-02-04,34567A100,RetailCo Inc,Retail,475.73,500.79,-25.07
2026-02-05,34567A100,RetailCo Inc,Retail,490.9,514.86,-23.96
2026-02-06,34567A100,RetailCo Inc,Retail,478.73,504.76,-26.03
2026-02-09,34567A100,RetailCo Inc,Retail,472.28,497.32,-25.05
2026-02-10,34567A100,RetailCo Inc,Retail,469.12,491.05,-21.93
2026-02-11,34567A100,RetailCo Inc,Retail,456.14,483.69,-27.55
2026-02-12,34567A100,RetailCo Inc,Retail,461.32,487.7,-26.37
2026-02-13,34567A100,RetailCo Inc,Retail,460.26,492.95,-32.68
2026-02-16,34567A100,RetailCo Inc,Retail,471.53,506.71,-35.18
2026-02-17,34567A100,RetailCo Inc,Retail,476.42,507.6,-31.19
2026-02-18,34567A100,RetailCo Inc,Retail,469.24,501.96,-32.72
2026-02-19,34567A100,RetailCo Inc,Retail,472.24,507.98,-35.74
2026-02-20,34567A100,RetailCo Inc,Retail,476.05,512.36,-36.31
2026-02-23,34567A100,RetailCo Inc,Retail,468.93,500.15,-31.22
2026-02-24,34567A100,RetailCo Inc,Retail,464.69,500.57,-35.88
2026-02-25,34567A100,RetailCo Inc,Retail,468.31,506.9,-38.59
2026-02-26,34567A100,RetailCo Inc,Retail,484.75,519.67,-34.92
2026-02-27,34567A100,RetailCo Inc,Retail,486.84,517.2,-30.36
2026-03-02,34567A100,RetailCo Inc,Retail,481.17,511.87,-30.7
2026-03-03,34567A100,RetailCo Inc,Retail,477.29,511.16,-33.88
2026-03-04,34567A100,RetailCo Inc,Retail,465.62,494.33,-28.72
2026-03-05,34567A100,RetailCo Inc,Retail,465.83,490.64,-24.81
2026-03-06,34567A100,RetailCo Inc,Retail,476.4,499.6,-23.19
2026-03-09,34567A100,RetailCo Inc,Retail,485.44,510.75,-25.3
